gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
DEPTOR,1932.97654041766,-0.807711769536365,0.0568468533716024,1.23043892070482e-46,1.42762464517674e-44
BACH2,143.644346288006,2.36834104785055,0.167619508086427,1.75289813452911e-46,2.02085708503037e-44
ZFHX2,655.724084908371,1.29313932088622,0.0919174350787607,2.92754066168283e-46,3.35370164407969e-44
DCHS1,1147.2639292533,1.45250706236859,0.102953683899574,3.15461732655689e-46,3.59110525853331e-44
ELMO1,485.901702193677,-1.20867308602241,0.0857457740925672,3.3581185021281e-46,3.79887155553241e-44
TPST1,2903.88038088115,1.01157446667019,0.0716948644628662,3.38763942172549e-46,3.80846419461065e-44
EXOC6B,363.523281795715,2.21576508763351,0.158234045188789,3.40906943052902e-46,3.80889856127008e-44
PTPRF,1727.81609796433,0.932656643039357,0.0662679445930584,3.82365068414003e-46,4.24589431797144e-44
ID2,2491.63714535365,-1.02023466423221,0.0723180270953061,6.07166770174519e-46,6.70104789034072e-44
ABTB2,1009.5714434944,1.44710636032066,0.103133761829782,7.19586083434574e-46,7.89364127888835e-44
KIF5A,1763.32545468626,0.842783989077011,0.0599482556783089,7.63685161067177e-46,8.32692856344331e-44
SORCS2,446.160647397278,1.48429885129826,0.105894261808158,8.20326541539743e-46,8.89096431249661e-44
CRYGC,176.803107301827,1.93642187917302,0.138761037839569,1.71737282029244e-45,1.85026476471983e-43
PLEKHA6,12638.5979132613,0.794532172704912,0.0570800582641522,6.57510803931541e-45,7.04197961607153e-43
PBXIP1,835.984067053409,0.898563416380143,0.0652573348412604,8.62742222418834e-45,9.18566719163582e-43
TMSB4X,2923.93911099513,1.13920233908787,0.0818670033021631,8.92827832678391e-45,9.45039986636191e-43
RERG,280.74509349204,-1.73054130517187,0.12515575499848,1.13926194090744e-44,1.19887448432702e-42
PPARG,563.60390250513,1.42792311294155,0.103755658040688,2.68621125422326e-44,2.81042911569023e-42
JARID2,2728.33010574613,0.684790594698199,0.0489465392239631,5.99409634317712e-44,6.23523815008654e-42
KIF3C,3401.48662094043,0.692303664591718,0.0501365587546684,8.7825331739657e-44,9.0836485970731e-42
FREM1,566.058177555462,1.74958412335711,0.128918498163992,1.77228237511407e-43,1.82263130622526e-41
PTGIR,443.559568276916,1.33763408885846,0.0982501929013326,2.58928658822939e-43,2.64780153937582e-41
LINC01572,154.559383262023,1.71847854868524,0.126539804506123,3.77530003813876e-43,3.83892869046694e-41
FZD1,634.056261028284,-1.0718921421128,0.0789104870846724,4.35613261224014e-43,4.4048044850026e-41
OCIAD2,1112.70800385459,0.863338560085467,0.063569544399954,6.45454195343452e-43,6.49040051984249e-41
DKK1,2847.78110984579,1.12543225416499,0.083444076060235,7.40214030397539e-43,7.40214030397539e-41
LINC01605,205.884420062566,2.18625855509077,0.16181149920486,1.11704455891199e-42,1.11090695144544e-40
ZNF703,752.867483585447,1.62597210680032,0.120971058148847,2.00225796914852e-42,1.9803753683928e-40
COL5A1,2471.82818075084,1.14141844865043,0.0847557514288786,3.00510951442733e-42,2.95611316364863e-40
CLIP3,2127.55558442213,0.96381757743678,0.0716948241882493,3.44616676531158e-42,3.371655051467e-40
DCBLD2,2191.07461581381,1.07492718023609,0.0797801352291824,3.52918722656455e-42,3.43431660219453e-40
PBX3,2571.29964822357,0.680346570506368,0.0503669015428649,3.76124336845646e-42,3.64056176305144e-40
B3GNT5,297.266548943273,1.29068018132367,0.0962850566011031,4.14165847127183e-42,3.98744778351171e-40
MYADM,2000.75806317992,0.738648152728497,0.0549370060909268,5.31337716821457e-42,5.08847231453353e-40
PPARD,2366.62180410668,0.653956994454371,0.0488259683736494,1.25658033696409e-41,1.19705811047631e-39
NAPB,1447.3395026248,0.843555647937109,0.0637992952255221,3.07023895382584e-41,2.90949345886114e-39
KCNA3,1690.67265292343,1.03024119589798,0.0777102568178838,3.37118641235518e-41,3.17804552414733e-39
EPHB3,918.055937581481,1.22313357254126,0.0921466290848513,5.11612522498263e-41,4.79802417472464e-39
RND3,1859.46753604134,0.817891818417796,0.0618026370105601,6.52901925417419e-41,6.09150765466767e-39
TMEM35A,328.016292464883,1.45228459378432,0.1100134623185,7.19349208803432e-41,6.67703624581647e-39
TTBK1,425.4750529837,1.21584163647786,0.0925865048217157,1.29078346883169e-40,1.19199901968641e-38
OLFM1,5877.16177897222,-0.999710666135082,0.0758253061395531,1.74831605395761e-40,1.60632084145344e-38
DKK2,110.156651893733,2.39617674130636,0.18233744099952,1.85458658400898e-40,1.69535440255367e-38
CADM3,208.018244249739,2.55515572929306,0.193563881368928,2.02074779299507e-40,1.83796658558848e-38
CHAC1,397.65500541345,1.35165765290948,0.103299510443408,2.63420334171334e-40,2.38395402425058e-38
SIPA1L2,514.789356605212,1.49145875248435,0.114211498126595,3.73865312419317e-40,3.3666478382038e-38
