gene	condition	cluster_v2
SDF2L1	all downregulated	1
SDHD	all downregulated	1
SEC13	all downregulated	1
SECISBP2	all downregulated	1
SECTM1	all downregulated	1
SEH1L	all downregulated	1
SELENBP1	all downregulated	1
SELENON	all downregulated	1
SEM1	all downregulated	1
SEM1P1	all downregulated	1
SEMA3D	all downregulated	1
SENP1	all downregulated	1
SEPHS1	all downregulated	1
SEPTIN1	all downregulated	1
SEPTIN10	all downregulated	1
SEPTIN11	all downregulated	1
SEPTIN14P12	all downregulated	1
SEPTIN4	all downregulated	1
SEPTIN7	all downregulated	1
SEPTIN8	all downregulated	1
SERBP1	all downregulated	1
SERTAD4	all downregulated	1
SERTAD4-AS1	all downregulated	1
SET	all downregulated	1
SETD1A	all downregulated	1
SETD6	all downregulated	1
SETP14	all downregulated	1
SF3A2	all downregulated	1
SF3A3	all downregulated	1
SF3B2	all downregulated	1
SF3B3	all downregulated	1
SF3B4	all downregulated	1
SFMBT1	all downregulated	1
SFPQ	all downregulated	1
SFR1	all downregulated	1
SFT2D1	all downregulated	1
SFT2D2	all downregulated	1
SFXN2	all downregulated	1
SGCE	all downregulated	1
SGF29	all downregulated	1
SGO1	all downregulated	1
SGO2	all downregulated	1
SH3GL1	all downregulated	1
SH3TC2	all downregulated	1
SHCBP1	all downregulated	1
SHISA3	all downregulated	1
SHLD2	all downregulated	1
SHMT1	all downregulated	1
SHMT2	all downregulated	1
SHPK	all downregulated	1
SHROOM1	all downregulated	1
SIN3A	all downregulated	1
SIPA1	all downregulated	1
SIRPA	all downregulated	1
SIRT1	all downregulated	1
SIVA1	all downregulated	1
SIX2	all downregulated	1
SKA1	all downregulated	1
SKA2	all downregulated	1
SKA2P1	all downregulated	1
SKA3	all downregulated	1
SKP2	all downregulated	1
SLBP	all downregulated	1
SLC10A3	all downregulated	1
SLC10A4	all downregulated	1
SLC12A4	all downregulated	1
SLC16A10	all downregulated	1
SLC16A13	all downregulated	1
SLC19A1	all downregulated	1
SLC1A3	all downregulated	1
SLC1A5	all downregulated	1
SLC1A7	all downregulated	1
SLC20A1	all downregulated	1
SLC25A1	all downregulated	1
SLC25A11	all downregulated	1
SLC25A15	all downregulated	1
SLC25A19	all downregulated	1
SLC25A28	all downregulated	1
SLC25A33	all downregulated	1
SLC25A40	all downregulated	1
SLC25A5	all downregulated	1
SLC25A5P5	all downregulated	1
SLC26A4	all downregulated	1
SLC26A6	all downregulated	1
SLC29A1	all downregulated	1
SLC29A2	all downregulated	1
SLC2A13	all downregulated	1
SLC2A4RG	all downregulated	1
SLC35A3	all downregulated	1
SLC35A4	all downregulated	1
SLC36A4	all downregulated	1
SLC37A4	all downregulated	1
SLC39A1	all downregulated	1
SLC39A14	all downregulated	1
SLC39A4	all downregulated	1
SLC39A8	all downregulated	1
SLC8B1	all downregulated	1
SLCO4A1	all downregulated	1
SLF1	all downregulated	1
SLF2	all downregulated	1
SLIRP	all downregulated	1
SLIT3	all downregulated	1
SLITRK5	all downregulated	1
SLITRK6	all downregulated	1
SLK	all downregulated	1
SMAD4	all downregulated	1
SMAD6	all downregulated	1
SMARCB1	all downregulated	1
SMARCD2	all downregulated	1
SMC1A	all downregulated	1
SMC2	all downregulated	1
SMC3	all downregulated	1
SMC4	all downregulated	1
SMC5	all downregulated	1
SMC6	all downregulated	1
SMCHD1	all downregulated	1
SMCO4	all downregulated	1
SMIM10	all downregulated	1
SMIM7	all downregulated	1
SMN1	all downregulated	1
SMNDC1	all downregulated	1
SMPD4	all downregulated	1
SMTN	all downregulated	1
SMURF2P1	all downregulated	1
SMURF2P1-LRRC37BP1	all downregulated	1
SMYD4	all downregulated	1
SMYD5	all downregulated	1
SNAI2	all downregulated	1
SNAP23	all downregulated	1
SNCB	all downregulated	1
SNHG1	all downregulated	1
SNHG10	all downregulated	1
SNHG21	all downregulated	1
SNHG26	all downregulated	1
SNHG3	all downregulated	1
SNHG7	all downregulated	1
SNORA77B	all downregulated	1
SNORD102	all downregulated	1
SNORD110	all downregulated	1
SNORD125	all downregulated	1
SNORD160	all downregulated	1
SNORD17	all downregulated	1
SNORD22	all downregulated	1
SNORD23	all downregulated	1
SNORD88B	all downregulated	1
SNORD96A	all downregulated	1
SNRNP25	all downregulated	1
SNRNP40	all downregulated	1
SNRNP48	all downregulated	1
SNRPA	all downregulated	1
SNRPA1	all downregulated	1
SNRPA1P1	all downregulated	1
SNRPB	all downregulated	1
SNRPC	all downregulated	1
SNRPD1	all downregulated	1
SNRPD2	all downregulated	1
SNRPE	all downregulated	1
SNRPEP2	all downregulated	1
SNRPF	all downregulated	1
SNRPG	all downregulated	1
SNRPGP2	all downregulated	1
SNTA1	all downregulated	1
SNTB2	all downregulated	1
SNW1	all downregulated	1
SNX18P7	all downregulated	1
SNX22	all downregulated	1
SNX25	all downregulated	1
SNX25P1	all downregulated	1
SNX3	all downregulated	1
SNX5	all downregulated	1
SOAT1	all downregulated	1
SORBS3	all downregulated	1
SOWAHA	all downregulated	1
SOWAHC	all downregulated	1
SOX2	all downregulated	1
SP1	all downregulated	1
SP3	all downregulated	1
SPA17	all downregulated	1
SPACA6	all downregulated	1
SPAG1	all downregulated	1
SPAG5	all downregulated	1
SPARCL1	all downregulated	1
SPART	all downregulated	1
SPATA33	all downregulated	1
SPATA41	all downregulated	1
SPC24	all downregulated	1
SPC25	all downregulated	1
SPCS2P4	all downregulated	1
SPDL1	all downregulated	1
SPEN	all downregulated	1
SPICE1	all downregulated	1
SPIDR	all downregulated	1
SPOPL	all downregulated	1
SPPL2A	all downregulated	1
SPR	all downregulated	1
SPSB2	all downregulated	1
SPTY2D1	all downregulated	1
SQLE	all downregulated	1
SRGAP2	all downregulated	1
SRGAP2B	all downregulated	1
SRGAP2C	all downregulated	1
SRP68	all downregulated	1
SRRM1	all downregulated	1
SRRT	all downregulated	1
SRSF1	all downregulated	1
SRSF10	all downregulated	1
SRSF2	all downregulated	1
SRSF3	all downregulated	1
SRSF4	all downregulated	1
SRSF7	all downregulated	1
SRSF9	all downregulated	1
SSBP1	all downregulated	1
SSBP2	all downregulated	1
SSH2	all downregulated	1
SSNA1	all downregulated	1
SSRP1	all downregulated	1
SSTR1	all downregulated	1
SSTR5	all downregulated	1
SSX1	all downregulated	1
STAG1	all downregulated	1
STAG2	all downregulated	1
STARD10	all downregulated	1
STARD9	all downregulated	1
STIL	all downregulated	1
STK17B	all downregulated	1
STK24	all downregulated	1
STK24-AS1	all downregulated	1
STK3	all downregulated	1
STMN1	all downregulated	1
STOM	all downregulated	1
STOML2	all downregulated	1
STOX1	all downregulated	1
STPG3-AS1	all downregulated	1
STT3A	all downregulated	1
STT3B	all downregulated	1
SUCLG2	all downregulated	1
SUGT1	all downregulated	1
SUMO2	all downregulated	1
SUMO2P21	all downregulated	1
SUPT16H	all downregulated	1
SUPT16HP1	all downregulated	1
SUV39H1	all downregulated	1
SUV39H2	all downregulated	1
SUZ12	all downregulated	1
SVIP	all downregulated	1
SWAP70	all downregulated	1
SYCE2	all downregulated	1
SYNCRIP	all downregulated	1
SYNGR4	all downregulated	1
SYPL1	all downregulated	1
SZRD1	all downregulated	1
TACC1	all downregulated	1
TACC3	all downregulated	1
TACO1	all downregulated	1
TADA2A	all downregulated	1
TAF1B	all downregulated	1
TAF4	all downregulated	1
TAF5	all downregulated	1
TAF5L	all downregulated	1
TAF6	all downregulated	1
TAF6L	all downregulated	1
TAF8	all downregulated	1
TAF9B	all downregulated	1
TAGLN2P1	all downregulated	1
TAOK3	all downregulated	1
TARDBP	all downregulated	1
TAS1R3	all downregulated	1
TATDN2	all downregulated	1
TBC1D1	all downregulated	1
TBC1D2B	all downregulated	1
TBC1D31	all downregulated	1
TBC1D4	all downregulated	1
TBC1D5	all downregulated	1
TBCAP1	all downregulated	1
TBL1XR1	all downregulated	1
TBP	all downregulated	1
TBRG4	all downregulated	1
TBX6	all downregulated	1
TBXA2R	all downregulated	1
TCEA1	all downregulated	1
TCEA1P2	all downregulated	1
TCERG1	all downregulated	1
TCF12	all downregulated	1
TCF3	all downregulated	1
TCF4	all downregulated	1
TCF7	all downregulated	1
TCHH	all downregulated	1
TCHP	all downregulated	1
TCIRG1	all downregulated	1
TCP1	all downregulated	1
TCTN2	all downregulated	1
TDP1	all downregulated	1
TDP2	all downregulated	1
TECR	all downregulated	1
TECRP1	all downregulated	1
TEDC1	all downregulated	1
TEDC2	all downregulated	1
TEF	all downregulated	1
TENT4A	all downregulated	1
TENT5B	all downregulated	1
TET1	all downregulated	1
TEX14	all downregulated	1
TEX15	all downregulated	1
TEX19	all downregulated	1
TEX30	all downregulated	1
TFAM	all downregulated	1
TFAP4	all downregulated	1
TFDP1	all downregulated	1
TFR2	all downregulated	1
TFRC	all downregulated	1
TGFBR3	all downregulated	1
TGS1	all downregulated	1
THAP11	all downregulated	1
THAP12	all downregulated	1
THAP7	all downregulated	1
THEM6	all downregulated	1
THOC1	all downregulated	1
THOC6	all downregulated	1
THOC7	all downregulated	1
THOP1	all downregulated	1
THRAP3P3	all downregulated	1
THUMPD2	all downregulated	1
TIAM1	all downregulated	1
TICRR	all downregulated	1
TIFA	all downregulated	1
TIGD3	all downregulated	1
TIGD5	all downregulated	1
TIMELESS	all downregulated	1
TIMM10	all downregulated	1
TIMM13	all downregulated	1
TIMM17B	all downregulated	1
TIMM21	all downregulated	1
TIMM29	all downregulated	1
TIPIN	all downregulated	1
TK1	all downregulated	1
TKT	all downregulated	1
TLCD1	all downregulated	1
TLNRD1	all downregulated	1
TMA16	all downregulated	1
TMCO4	all downregulated	1
TMED1	all downregulated	1
TMED5	all downregulated	1
TMEM106A	all downregulated	1
TMEM106C	all downregulated	1
TMEM107	all downregulated	1
TMEM109	all downregulated	1
TMEM11	all downregulated	1
TMEM121	all downregulated	1
TMEM126A	all downregulated	1
TMEM138	all downregulated	1
TMEM141	all downregulated	1
TMEM14B	all downregulated	1
TMEM161B	all downregulated	1
TMEM18	all downregulated	1
TMEM183B	all downregulated	1
TMEM19	all downregulated	1
TMEM191A	all downregulated	1
TMEM200A	all downregulated	1
TMEM200B	all downregulated	1
TMEM216	all downregulated	1
TMEM223	all downregulated	1
TMEM229A	all downregulated	1
TMEM243	all downregulated	1
TMEM255A	all downregulated	1
TMEM38B	all downregulated	1
TMEM39B	all downregulated	1
TMEM52	all downregulated	1
TMEM62	all downregulated	1
TMEM70	all downregulated	1
TMEM79	all downregulated	1
TMEM87B	all downregulated	1
TMEM97	all downregulated	1
TMPO	all downregulated	1
TMPO-AS1	all downregulated	1
TMPPE	all downregulated	1
TMTC3	all downregulated	1
TMUB1	all downregulated	1
TMX1	all downregulated	1
TNFAIP2	all downregulated	1
TNFAIP3	all downregulated	1
TNFAIP8	all downregulated	1
TNFAIP8L1	all downregulated	1
TNFRSF10A	all downregulated	1
TNK1	all downregulated	1
TNNT2	all downregulated	1
TOB1	all downregulated	1
TOE1	all downregulated	1
TOM1L1	all downregulated	1
TOMM22	all downregulated	1
TOMM40	all downregulated	1
TOMM6	all downregulated	1
TONSL	all downregulated	1
TOP1	all downregulated	1
TOP1MT	all downregulated	1
TOP1P1	all downregulated	1
TOP2A	all downregulated	1
TOP3A	all downregulated	1
TOPBP1	all downregulated	1
TOR1AIP1	all downregulated	1
TOR2A	all downregulated	1
TOR3A	all downregulated	1
TP53	all downregulated	1
TP53I13	all downregulated	1
TP73	all downregulated	1
TPBG	all downregulated	1
TPI1	all downregulated	1
TPI1P1	all downregulated	1
TPM3	all downregulated	1
TPM3P5	all downregulated	1
TPM4	all downregulated	1
TPRN	all downregulated	1
TPX2	all downregulated	1
TRA2B	all downregulated	1
TRAF2	all downregulated	1
TRAF3IP2	all downregulated	1
TRAF3IP2-AS1	all downregulated	1
TRAM2	all downregulated	1
TRAPPC2L	all downregulated	1
TRDMT1	all downregulated	1
TRERF1	all downregulated	1
TRG-CCC3-1	all downregulated	1
TRIM14	all downregulated	1
TRIM24	all downregulated	1
TRIM25	all downregulated	1
TRIM47	all downregulated	1
TRIM52-AS1	all downregulated	1
TRIM55	all downregulated	1
TRIM56	all downregulated	1
TRIM59	all downregulated	1
TRIM7	all downregulated	1
TRIP10	all downregulated	1
TRMO	all downregulated	1
TRMT10B	all downregulated	1
TRMT112	all downregulated	1
TRMT2B	all downregulated	1
TRMU	all downregulated	1
TRNAU1AP	all downregulated	1
TROAP	all downregulated	1
TRPA1	all downregulated	1
TRPV2	all downregulated	1
TRRAP	all downregulated	1
TRS-AGA1-1	all downregulated	1
TRV-TAC3-1	all downregulated	1
TSEN15	all downregulated	1
TSEN34	all downregulated	1
TSEN54	all downregulated	1
TSN	all downregulated	1
TSPAN8	all downregulated	1
TSSC2	all downregulated	1
TSSK6	all downregulated	1
TTC13	all downregulated	1
TTC21B	all downregulated	1
TTC26	all downregulated	1
TTC27	all downregulated	1
TTF2	all downregulated	1
TTI1	all downregulated	1
TTI2	all downregulated	1
TTK	all downregulated	1
TTLL4	all downregulated	1
TTLL5	all downregulated	1
TUBA1B	all downregulated	1
TUBA4A	all downregulated	1
TUBA5P	all downregulated	1
TUBAP2	all downregulated	1
TUBB	all downregulated	1
TUBB4B	all downregulated	1
TUBB6	all downregulated	1
TUBBP1	all downregulated	1
TUBBP2	all downregulated	1
TUBD1	all downregulated	1
TUBG1	all downregulated	1
TUBGCP3	all downregulated	1
TUBGCP4	all downregulated	1
TULP3	all downregulated	1
TUSC1	all downregulated	1
TWSG1	all downregulated	1
TXNDC12	all downregulated	1
TYMS	all downregulated	1
TYMSOS	all downregulated	1
TYRO3	all downregulated	1
TYW3	all downregulated	1
U2AF1	all downregulated	1
U2AF2	all downregulated	1
UAP1	all downregulated	1
UBA2	all downregulated	1
UBAC1	all downregulated	1
UBE2C	all downregulated	1
UBE2FP1	all downregulated	1
UBE2I	all downregulated	1
UBE2L1	all downregulated	1
UBE2L3	all downregulated	1
UBE2N	all downregulated	1
UBE2S	all downregulated	1
UBE2SP1	all downregulated	1
UBE2SP2	all downregulated	1
UBE2T	all downregulated	1
UBL4A	all downregulated	1
UBP1	all downregulated	1
UBQLN4P1	all downregulated	1
UBR7	all downregulated	1
UBXN11	all downregulated	1
UCHL5	all downregulated	1
UCK1	all downregulated	1
UCK2	all downregulated	1
UCP2	all downregulated	1
UFD1	all downregulated	1
UFL1	all downregulated	1
UGP2	all downregulated	1
UHRF1	all downregulated	1
UMPS	all downregulated	1
UNC119B	all downregulated	1
UNC5C	all downregulated	1
UNC93B1	all downregulated	1
UNG	all downregulated	1
UQCC2	all downregulated	1
UQCC3	all downregulated	1
URB2	all downregulated	1
USP1	all downregulated	1
USP13	all downregulated	1
USP16	all downregulated	1
USP18	all downregulated	1
USP28	all downregulated	1
USP37	all downregulated	1
USP39	all downregulated	1
USP54	all downregulated	1
UTP11	all downregulated	1
UTP18	all downregulated	1
UTP4	all downregulated	1
UXT	all downregulated	1
VAC14	all downregulated	1
VAMP1	all downregulated	1
VBP1	all downregulated	1
VEGFB	all downregulated	1
VEGFD	all downregulated	1
VOPP1	all downregulated	1
VPS29	all downregulated	1
VPS54	all downregulated	1
VRK1	all downregulated	1
VSIG10	all downregulated	1
WAPL	all downregulated	1
WBP1LP2	all downregulated	1
WDHD1	all downregulated	1
WDR18	all downregulated	1
WDR33	all downregulated	1
WDR4	all downregulated	1
WDR43	all downregulated	1
WDR5	all downregulated	1
WDR62	all downregulated	1
WDR76	all downregulated	1
WDR90	all downregulated	1
WEE1	all downregulated	1
WHAMMP1	all downregulated	1
WHAMMP2	all downregulated	1
WHAMMP3	all downregulated	1
WIPF1	all downregulated	1
WNT3	all downregulated	1
WRAP53	all downregulated	1
WT1	all downregulated	1
WWC2	all downregulated	1
WWTR1-AS1	all downregulated	1
XKR5	all downregulated	1
XPO1	all downregulated	1
XPO4	all downregulated	1
XPOT	all downregulated	1
XRCC2	all downregulated	1
XRCC3	all downregulated	1
XRCC5	all downregulated	1
XRCC6	all downregulated	1
YARS2	all downregulated	1
YBX1	all downregulated	1
YBX1P1	all downregulated	1
YBX1P2	all downregulated	1
YEATS4	all downregulated	1
YJU2	all downregulated	1
YOD1	all downregulated	1
YWHAE	all downregulated	1
ZAR1L	all downregulated	1
ZBTB2	all downregulated	1
ZBTB24	all downregulated	1
ZBTB42	all downregulated	1
ZC3H12A	all downregulated	1
ZC3H18	all downregulated	1
ZC3H3	all downregulated	1
ZC3H4	all downregulated	1
ZC3HAV1L	all downregulated	1
ZC3HC1	all downregulated	1
ZCCHC10	all downregulated	1
ZCCHC3	all downregulated	1
ZCCHC4	all downregulated	1
ZCCHC8	all downregulated	1
ZCCHC9	all downregulated	1
ZDHHC12	all downregulated	1
ZDHHC13	all downregulated	1
ZDHHC16	all downregulated	1
ZDHHC18	all downregulated	1
ZDHHC19	all downregulated	1
ZDHHC2	all downregulated	1
ZDHHC20	all downregulated	1
ZDHHC6	all downregulated	1
ZFAND4	all downregulated	1
ZFP69	all downregulated	1
ZGRF1	all downregulated	1
ZMPSTE24	all downregulated	1
ZMYND10	all downregulated	1
ZMYND19	all downregulated	1
ZNF101	all downregulated	1
ZNF114	all downregulated	1
ZNF138	all downregulated	1
ZNF141	all downregulated	1
ZNF180	all downregulated	1
ZNF185	all downregulated	1
ZNF22	all downregulated	1
ZNF232	all downregulated	1
ZNF256	all downregulated	1
ZNF257	all downregulated	1
ZNF26	all downregulated	1
ZNF347	all downregulated	1
ZNF367	all downregulated	1
ZNF385A	all downregulated	1
ZNF395	all downregulated	1
ZNF410	all downregulated	1
ZNF442	all downregulated	1
ZNF45	all downregulated	1
ZNF483	all downregulated	1
ZNF492	all downregulated	1
ZNF496	all downregulated	1
ZNF511	all downregulated	1
ZNF521	all downregulated	1
ZNF530	all downregulated	1
ZNF536	all downregulated	1
ZNF582-DT	all downregulated	1
ZNF592	all downregulated	1
ZNF598	all downregulated	1
ZNF608	all downregulated	1
ZNF639	all downregulated	1
ZNF689	all downregulated	1
ZNF700	all downregulated	1
ZNF718	all downregulated	1
ZNF723	all downregulated	1
ZNF724	all downregulated	1
ZNF732	all downregulated	1
ZNF736	all downregulated	1
ZNF747	all downregulated	1
ZNF788P	all downregulated	1
ZNF850	all downregulated	1
ZNF876P	all downregulated	1
ZNF878	all downregulated	1
ZNF880	all downregulated	1
ZNF887P	all downregulated	1
ZNF90	all downregulated	1
ZNRF2P1	all downregulated	1
ZSCAN12	all downregulated	1
ZSCAN5A	all downregulated	1
ZW10	all downregulated	1
ZWINT	all downregulated	1
AADACL4	RA upregulated	2
AAMDC	RA upregulated	2
ABCC2	RA upregulated	2
ABCC9	RA upregulated	2
ABHD8	RA upregulated	2
ABI3	RA upregulated	2
ABI3BP	RA upregulated	2
ACACB	RA upregulated	2
ACKR3	RA upregulated	2
ACP6	RA upregulated	2
ACSF2	RA upregulated	2
ACSL3	RA upregulated	2
ACSS1	RA upregulated	2
ACTG2	RA upregulated	2
ACTR5	RA upregulated	2
ADA	RA upregulated	2
ADAMTS5	RA upregulated	2
ADAMTS9	RA upregulated	2
ADD3	RA upregulated	2
ADGRA2	RA upregulated	2
ADGRV1	RA upregulated	2
ADM2	RA upregulated	2
ADORA1	RA upregulated	2
AEBP1	RA upregulated	2
AGA	RA upregulated	2
AIF1L	RA upregulated	2
AJUBA	RA upregulated	2
AKNA	RA upregulated	2
ALDH1A3	RA upregulated	2
ALDH1L1	RA upregulated	2
AMOTL1	RA upregulated	2
AMOTL2	RA upregulated	2
ANG	RA upregulated	2
ANGPT1	RA upregulated	2
ANGPTL4	RA upregulated	2
ANK3	RA upregulated	2
ANKRD30BP3	RA upregulated	2
ANKRD36	RA upregulated	2
ANKRD50	RA upregulated	2
ANKS6	RA upregulated	2
ANXA3	RA upregulated	2
APLN	RA upregulated	2
APOL4	RA upregulated	2
APOL6	RA upregulated	2
ARG2	RA upregulated	2
ARHGAP26	RA upregulated	2
ARHGAP28	RA upregulated	2
ARHGAP42	RA upregulated	2
ARHGAP5-AS1	RA upregulated	2
ARHGAP6	RA upregulated	2
ARHGEF1	RA upregulated	2
ARHGEF2	RA upregulated	2
ARHGEF26	RA upregulated	2
ARNTL2	RA upregulated	2
ARPC5	RA upregulated	2
ARSJ	RA upregulated	2
ARTN	RA upregulated	2
ASAP2	RA upregulated	2
ASAP3	RA upregulated	2
ASB2	RA upregulated	2
ASL	RA upregulated	2
ASPHD2	RA upregulated	2
ASS1	RA upregulated	2
ATF3	RA upregulated	2
ATP2A1-AS1	RA upregulated	2
ATP2A3	RA upregulated	2
ATP2B1	RA upregulated	2
ATP7B	RA upregulated	2
AXIN2	RA upregulated	2
B3GNT5	RA upregulated	2
B3GNT7	RA upregulated	2
B4GALNT1	RA upregulated	2
B4GALT1	RA upregulated	2
BACH1	RA upregulated	2
BAG3	RA upregulated	2
BAIAP2-DT	RA upregulated	2
BCO2	RA upregulated	2
BDKRB1	RA upregulated	2
BEND7	RA upregulated	2
BEST1	RA upregulated	2
BMF	RA upregulated	2
BMP4	RA upregulated	2
BMP6	RA upregulated	2
BMX	RA upregulated	2
BNC2	RA upregulated	2
BRME1	RA upregulated	2
BST2	RA upregulated	2
C10orf55	RA upregulated	2
C11orf53	RA upregulated	2
C17orf67	RA upregulated	2
C1orf232	RA upregulated	2
C1QTNF1	RA upregulated	2
C1R	RA upregulated	2
C1RL	RA upregulated	2
C1RL-AS1	RA upregulated	2
C2orf27A	RA upregulated	2
C2orf72	RA upregulated	2
C3AR1	RA upregulated	2
C6orf141	RA upregulated	2
C7orf31	RA upregulated	2
CA12	RA upregulated	2
CACFD1	RA upregulated	2
CACHD1	RA upregulated	2
CACNA1I	RA upregulated	2
CACNB3	RA upregulated	2
CADM4	RA upregulated	2
CAMK1	RA upregulated	2
CAMK1G	RA upregulated	2
CAMK2N1	RA upregulated	2
CAPN2	RA upregulated	2
CARD10	RA upregulated	2
CARTPT	RA upregulated	2
CASP10	RA upregulated	2
CASP4	RA upregulated	2
CASP6	RA upregulated	2
CBLN3	RA upregulated	2
CCDC171	RA upregulated	2
CCDC177	RA upregulated	2
CCDC3	RA upregulated	2
CCDC80	RA upregulated	2
CCN1	RA upregulated	2
CD177	RA upregulated	2
CD248	RA upregulated	2
CD34	RA upregulated	2
CD36	RA upregulated	2
CD74	RA upregulated	2
CDC42EP1	RA upregulated	2
CDC42EP5	RA upregulated	2
CDC42SE2	RA upregulated	2
CDH20	RA upregulated	2
CDH5	RA upregulated	2
CDH6	RA upregulated	2
CDKN1A	RA upregulated	2
CDKN1C	RA upregulated	2
CEMIP2	RA upregulated	2
CEP70	RA upregulated	2
CFAP298-TCP10L	RA upregulated	2
CGNL1	RA upregulated	2
CHMP4C	RA upregulated	2
CHRM2	RA upregulated	2
CHRM4	RA upregulated	2
CHRNA9	RA upregulated	2
CHST1	RA upregulated	2
CIB2	RA upregulated	2
CILP2	RA upregulated	2
CITED4	RA upregulated	2
CLCF1	RA upregulated	2
CLDN4	RA upregulated	2
CLDN7	RA upregulated	2
CMAHP	RA upregulated	2
CMKLR1	RA upregulated	2
CMTM3	RA upregulated	2
CNKSR2	RA upregulated	2
CNN2	RA upregulated	2
CNP	RA upregulated	2
COCH	RA upregulated	2
COL1A1	RA upregulated	2
COL25A1	RA upregulated	2
COL3A1	RA upregulated	2
COL4A1	RA upregulated	2
COL6A3	RA upregulated	2
COL7A1	RA upregulated	2
COL8A1	RA upregulated	2
COL8A2	RA upregulated	2
COLEC12	RA upregulated	2
CORIN	RA upregulated	2
CORO1A	RA upregulated	2
CPED1	RA upregulated	2
CPXM1	RA upregulated	2
CRABP1	RA upregulated	2
CRCP	RA upregulated	2
CREB3L3	RA upregulated	2
CREM	RA upregulated	2
CRISPLD2	RA upregulated	2
CRLF1	RA upregulated	2
CRYGC	RA upregulated	2
CRYGD	RA upregulated	2
CRYGN	RA upregulated	2
CRYM	RA upregulated	2
CSDC2	RA upregulated	2
CSRP1	RA upregulated	2
CSRP2	RA upregulated	2
CTDSP2	RA upregulated	2
CTHRC1	RA upregulated	2
CTNNA1	RA upregulated	2
CTNNBIP1	RA upregulated	2
CTSC	RA upregulated	2
CTSS	RA upregulated	2
CXADR	RA upregulated	2
CYBRD1	RA upregulated	2
CYP27A1	RA upregulated	2
DACH1	RA upregulated	2
DCBLD2	RA upregulated	2
DCC	RA upregulated	2
DCLK2	RA upregulated	2
DCN	RA upregulated	2
DDAH2	RA upregulated	2
DDIT4L	RA upregulated	2
DENND2A	RA upregulated	2
DEPP1	RA upregulated	2
DGCR5	RA upregulated	2
DHCR7	RA upregulated	2
DHX32	RA upregulated	2
DIPK1A	RA upregulated	2
DKK1	RA upregulated	2
DKK2	RA upregulated	2
DKKL1	RA upregulated	2
DLG5-AS1	RA upregulated	2
DLGAP1-AS1	RA upregulated	2
DLGAP1-AS2	RA upregulated	2
DLX1	RA upregulated	2
DLX4	RA upregulated	2
DMKN	RA upregulated	2
DMP1	RA upregulated	2
DNAH17	RA upregulated	2
DNM3OS	RA upregulated	2
DOCK1	RA upregulated	2
DOCK11	RA upregulated	2
DPT	RA upregulated	2
DPYSL3	RA upregulated	2
DRAM1	RA upregulated	2
DRAXIN	RA upregulated	2
DTX2P1	RA upregulated	2
DTX4	RA upregulated	2
DUSP16	RA upregulated	2
DUSP22	RA upregulated	2
DUSP6	RA upregulated	2
E2F3P2	RA upregulated	2
ECEL1	RA upregulated	2
ECM1	RA upregulated	2
ECMXP	RA upregulated	2
EDN1	RA upregulated	2
EFHD1	RA upregulated	2
EFNA2	RA upregulated	2
EFNA4	RA upregulated	2
EFNB2	RA upregulated	2
EFR3B	RA upregulated	2
EGFL7	RA upregulated	2
EHBP1L1	RA upregulated	2
EHD4	RA upregulated	2
ELAPOR2	RA upregulated	2
ELF4	RA upregulated	2
ELMOD1	RA upregulated	2
ENC1	RA upregulated	2
ENO3	RA upregulated	2
ENPP3	RA upregulated	2
ENPP6	RA upregulated	2
EPB41L2	RA upregulated	2
EPHA2	RA upregulated	2
EPHB3	RA upregulated	2
EPHB4	RA upregulated	2
EPPK1	RA upregulated	2
EPS8	RA upregulated	2
EPS8L1	RA upregulated	2
ERAP2	RA upregulated	2
ERBB4	RA upregulated	2
ERFE	RA upregulated	2
ERMP1	RA upregulated	2
ESAM	RA upregulated	2
ETAA1	RA upregulated	2
ETNK2	RA upregulated	2
ETS1	RA upregulated	2
ETV6	RA upregulated	2
EVA1B	RA upregulated	2
EVC2	RA upregulated	2
FAAH	RA upregulated	2
FADS2	RA upregulated	2
FAM111A	RA upregulated	2
FAM114A1	RA upregulated	2
FAM126A	RA upregulated	2
FAM181B	RA upregulated	2
FAM230I	RA upregulated	2
FAM241B	RA upregulated	2
FAR2P2	RA upregulated	2
FAS	RA upregulated	2
FAT4	RA upregulated	2
FBLIM1	RA upregulated	2
FBLN1	RA upregulated	2
FBLN2	RA upregulated	2
FBXL7	RA upregulated	2
FCGRT	RA upregulated	2
FCHSD1	RA upregulated	2
FDFT1	RA upregulated	2
FDXR	RA upregulated	2
FENDRR	RA upregulated	2
FGF2	RA upregulated	2
FGFBP3	RA upregulated	2
FGFRL1	RA upregulated	2
FIBIN	RA upregulated	2
FIGNL2	RA upregulated	2
FILIP1	RA upregulated	2
FILIP1L	RA upregulated	2
FLI1	RA upregulated	2
FLJ12825	RA upregulated	2
FLJ42969	RA upregulated	2
FN1	RA upregulated	2
FNDC10	RA upregulated	2
FNDC11	RA upregulated	2
FOSB	RA upregulated	2
FOSL1	RA upregulated	2
FOXO1	RA upregulated	2
FOXO3B	RA upregulated	2
FOXP1	RA upregulated	2
FRAT1	RA upregulated	2
FREM1	RA upregulated	2
FRMD4A	RA upregulated	2
FRRS1	RA upregulated	2
FTH1P7	RA upregulated	2
FUT1	RA upregulated	2
FXYD5	RA upregulated	2
FZD2	RA upregulated	2
